Car_id,Dealer_Name,Dealer_No ,Phone,Dealer_Region
9247,Ryder Truck Rental and Leasing,06457-3834,7974507,Middletown
9248,Race Car Help,78758-7841,7688212,Scottsdale
9249,Ryder Truck Rental and Leasing,06457-3834,6968187,Austin
9250,Classic Chevy,85257-3102,6559647,Scottsdale
9251,Scrivener Performance Engineering,38701-8047,7313791,Aurora
9252,Tri-State Mack Inc,85257-3102,7745442,Scottsdale
9253,Suburban Ford,53546-9427,6375281,Pasco
9254,Ryder Truck Rental and Leasing,06457-3834,7455680,Middletown
9255,U-Haul CO,78758-7841,7077500,Scottsdale
9256,Star Enterprises Inc,99301-3882,8497217,Pasco
9257,Suburban Ford,53546-9427,6095627,Janesville
9258,Tri-State Mack Inc,85257-3102,8349519,Scottsdale
9259,U-Haul CO,78758-7841,8734962,Austin
9260,Buddy Storbeck's Diesel Service Inc,06457-3834,7003161,Middletown
9261,C & M Motors Inc,60504-7114,8005393,Aurora
9262,Capitol KIA,38701-8047,8043211,Greenville
9263,Chrysler of Tri-Cities,99301-3882,7733041,Pasco
9264,Chrysler Plymouth,53546-9427,6218213,Janesville
9265,Classic Chevy,85257-3102,8204971,Austin
9266,Clay Johnson Auto Sales,78758-7841,8430394,Austin
9267,Diehl Motor CO Inc,06457-3834,6378462,Middletown
9268,Gartner Buick Hyundai Saab,38701-8047,6081279,Greenville
9269,Motor Vehicle Branch Office,78758-7841,6609704,Austin
9270,Nebo Chevrolet,06457-3834,6834048,Middletown
9271,New Castle Ford Lincoln Mercury,60504-7114,6024307,Aurora
9272,Pars Auto Sales,38701-8047,8639526,Greenville
9273,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6482065,Pasco
9274,Progressive Shippers Cooperative Association No,53546-9427,6607688,Janesville
9275,Rabun Used Car Sales,85257-3102,7256149,Scottsdale
9276,Race Car Help,78758-7841,7111295,Austin
9277,Ryder Truck Rental and Leasing,06457-3834,7731562,Middletown
9278,Saab-Belle Dodge,60504-7114,6491620,Aurora
9279,Scrivener Performance Engineering,38701-8047,7631644,Greenville
9280,Diehl Motor CO Inc,06457-3834,8597707,Middletown
9281,Pars Auto Sales,38701-8047,8622880,Greenville
9282,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6942798,Pasco
9283,Rabun Used Car Sales,85257-3102,7548579,Scottsdale
9284,Race Car Help,78758-7841,8942241,Austin
9285,Enterprise Rent A Car,60504-7114,8889243,Aurora
9286,Saab-Belle Dodge,60504-7114,7875950,Aurora
9287,Scrivener Performance Engineering,38701-8047,8048385,Greenville
9288,Star Enterprises Inc,99301-3882,6180868,Pasco
9289,Suburban Ford,53546-9427,8435162,Janesville
9290,Tri-State Mack Inc,85257-3102,6805988,Scottsdale
9291,U-Haul CO,78758-7841,8539519,Austin
9292,Rabun Used Car Sales,85257-3102,7375949,Scottsdale
9293,Race Car Help,78758-7841,6965142,Austin
9294,Ryder Truck Rental and Leasing,06457-3834,7566639,Middletown
9295,Saab-Belle Dodge,60504-7114,8455023,Aurora
9296,Scrivener Performance Engineering,38701-8047,7349141,Greenville
9297,Star Enterprises Inc,99301-3882,6320488,Pasco
9298,Suburban Ford,53546-9427,7942272,Janesville
9299,Tri-State Mack Inc,85257-3102,6658286,Scottsdale
9300,U-Haul CO,78758-7841,6543539,Austin
9301,Progressive Shippers Cooperative Association No,53546-9427,6423402,Janesville
9302,Rabun Used Car Sales,85257-3102,8733122,Scottsdale
9303,Race Car Help,78758-7841,6263272,Austin
9304,Buddy Storbeck's Diesel Service Inc,06457-3834,7228470,Austin
9305,C & M Motors Inc,60504-7114,7481859,Middletown
9306,Capitol KIA,38701-8047,6273221,Aurora
9307,Chrysler of Tri-Cities,99301-3882,6242546,Greenville
9308,Chrysler Plymouth,53546-9427,7562532,Pasco
9309,Classic Chevy,85257-3102,7055551,Janesville
9310,Suburban Ford,53546-9427,7658904,Janesville
9311,Diehl Motor CO Inc,06457-3834,7574720,Austin
9312,Enterprise Rent A Car,60504-7114,8222780,Middletown
9313,Gartner Buick Hyundai Saab,38701-8047,6086934,Aurora
9314,Nebo Chevrolet,06457-3834,7878484,Middletown
9315,Iceberg Rentals,53546-9427,7602930,Pasco
9316,Enterprise Rent A Car,60504-7114,8615289,Aurora
9317,Gartner Buick Hyundai Saab,38701-8047,8845524,Greenville
9318,Hatfield Volkswagen,99301-3882,8629042,Pasco
9319,Iceberg Rentals,53546-9427,6209319,Janesville
9320,McKinney Dodge Chrysler Jeep,85257-3102,6659814,Scottsdale
9321,Motor Vehicle Branch Office,78758-7841,8333036,Austin
9322,Nebo Chevrolet,06457-3834,6263304,Middletown
9323,New Castle Ford Lincoln Mercury,60504-7114,7160705,Aurora
9324,Pars Auto Sales,38701-8047,8228125,Greenville
9325,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6593008,Pasco
9326,Progressive Shippers Cooperative Association No,53546-9427,8939057,Janesville
9327,Rabun Used Car Sales,85257-3102,6180740,Scottsdale
9328,Race Car Help,78758-7841,7369172,Austin
9329,Ryder Truck Rental and Leasing,06457-3834,8052872,Middletown
9330,Saab-Belle Dodge,60504-7114,7765739,Aurora
9331,Scrivener Performance Engineering,38701-8047,7957333,Greenville
9332,Star Enterprises Inc,99301-3882,7674447,Pasco
9333,Suburban Ford,53546-9427,6624227,Janesville
9334,Tri-State Mack Inc,85257-3102,6337895,Scottsdale
9335,U-Haul CO,78758-7841,6746465,Austin
9336,Progressive Shippers Cooperative Association No,53546-9427,6430117,Janesville
9337,Rabun Used Car Sales,85257-3102,6241870,Scottsdale
9338,Race Car Help,78758-7841,6319459,Austin
9339,Ryder Truck Rental and Leasing,06457-3834,6731304,Middletown
9340,Star Enterprises Inc,99301-3882,8647019,Pasco
9341,Suburban Ford,53546-9427,8743764,Janesville
9342,Tri-State Mack Inc,85257-3102,6752365,Scottsdale
9343,U-Haul CO,78758-7841,8368778,Austin
9344,Progressive Shippers Cooperative Association No,53546-9427,6738684,Janesville
9345,Rabun Used Car Sales,85257-3102,6660174,Scottsdale
9346,Hatfield Volkswagen,99301-3882,8755318,Pasco
9347,Ryder Truck Rental and Leasing,06457-3834,6021403,Middletown
9348,C & M Motors Inc,60504-7114,7757014,Janesville
9349,Scrivener Performance Engineering,38701-8047,6186623,Greenville
9350,Star Enterprises Inc,99301-3882,8519526,Pasco
9351,Suburban Ford,53546-9427,6199404,Janesville
9352,Tri-State Mack Inc,85257-3102,8845223,Scottsdale
9353,U-Haul CO,78758-7841,7974482,Austin
9354,Buddy Storbeck's Diesel Service Inc,06457-3834,7619623,Middletown
9355,C & M Motors Inc,60504-7114,6629394,Aurora
9356,Capitol KIA,38701-8047,6826815,Greenville
9357,Chrysler of Tri-Cities,99301-3882,6491153,Pasco
9358,Chrysler Plymouth,53546-9427,7339862,Janesville
9359,Classic Chevy,85257-3102,8902579,Scottsdale
9360,Chrysler of Tri-Cities,99301-3882,7062936,Austin
9361,Diehl Motor CO Inc,06457-3834,7466278,Middletown
9362,Saab-Belle Dodge,60504-7114,6239384,Austin
9363,Gartner Buick Hyundai Saab,38701-8047,7947258,Greenville
9364,Progressive Shippers Cooperative Association No,53546-9427,8840455,Janesville
9365,Rabun Used Car Sales,85257-3102,7677334,Scottsdale
9366,New Castle Ford Lincoln Mercury,60504-7114,8769054,Aurora
9367,Rabun Used Car Sales,85257-3102,6114520,Scottsdale
9368,Race Car Help,78758-7841,6515675,Austin
9369,Ryder Truck Rental and Leasing,06457-3834,6532149,Middletown
9370,Saab-Belle Dodge,60504-7114,6365235,Aurora
9371,Scrivener Performance Engineering,38701-8047,8222049,Greenville
9372,Star Enterprises Inc,99301-3882,6985401,Pasco
9373,Scrivener Performance Engineering,38701-8047,7134427,Greenville
9374,Tri-State Mack Inc,85257-3102,6285279,Scottsdale
9375,Saab-Belle Dodge,60504-7114,7787157,Aurora
9376,Buddy Storbeck's Diesel Service Inc,06457-3834,7616861,Middletown
9377,C & M Motors Inc,60504-7114,6127129,Aurora
9378,Capitol KIA,38701-8047,8609014,Greenville
9379,Chrysler of Tri-Cities,99301-3882,6984481,Pasco
9380,C & M Motors Inc,60504-7114,6843887,Aurora
9381,Classic Chevy,85257-3102,6894486,Scottsdale
9382,Clay Johnson Auto Sales,78758-7841,8992391,Austin
9383,Diehl Motor CO Inc,06457-3834,6396839,Middletown
9384,Enterprise Rent A Car,60504-7114,6416785,Aurora
9385,Gartner Buick Hyundai Saab,38701-8047,6814842,Greenville
9386,Hatfield Volkswagen,99301-3882,8122996,Pasco
9387,Iceberg Rentals,53546-9427,6729643,Janesville
9388,Ryder Truck Rental and Leasing,06457-3834,7743419,Middletown
9389,Saab-Belle Dodge,60504-7114,6035304,Aurora
9390,Scrivener Performance Engineering,38701-8047,8159905,Greenville
9391,Star Enterprises Inc,99301-3882,7518486,Pasco
9392,Suburban Ford,53546-9427,7586627,Janesville
9393,Tri-State Mack Inc,85257-3102,7645420,Scottsdale
9394,U-Haul CO,78758-7841,6069490,Austin
9395,Buddy Storbeck's Diesel Service Inc,06457-3834,7110146,Middletown
9396,C & M Motors Inc,60504-7114,8461702,Aurora
9397,Capitol KIA,38701-8047,6313460,Greenville
9398,Chrysler of Tri-Cities,99301-3882,7655712,Pasco
9399,Chrysler Plymouth,53546-9427,7416048,Janesville
9400,Classic Chevy,85257-3102,6143126,Scottsdale
9401,Clay Johnson Auto Sales,78758-7841,7378984,Austin
9402,Diehl Motor CO Inc,06457-3834,8180928,Middletown
9403,Enterprise Rent A Car,60504-7114,6630553,Aurora
9404,Gartner Buick Hyundai Saab,38701-8047,6489152,Greenville
9405,Hatfield Volkswagen,99301-3882,6009042,Pasco
9406,Iceberg Rentals,53546-9427,7078960,Janesville
9407,McKinney Dodge Chrysler Jeep,85257-3102,6095806,Scottsdale
9408,Motor Vehicle Branch Office,78758-7841,6759731,Austin
9409,Nebo Chevrolet,06457-3834,7337301,Middletown
9410,New Castle Ford Lincoln Mercury,60504-7114,6757605,Aurora
9411,Pars Auto Sales,38701-8047,8676066,Greenville
9412,Pars Auto Sales,38701-8047,8887894,Greenville
9413,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8429507,Pasco
9414,Nebo Chevrolet,06457-3834,7769786,Austin
9415,New Castle Ford Lincoln Mercury,60504-7114,8364923,Janesville
9416,Pars Auto Sales,38701-8047,7715101,Scottsdale
9417,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8657504,Austin
9418,Progressive Shippers Cooperative Association No,53546-9427,8020987,Middletown
9419,Rabun Used Car Sales,85257-3102,7620602,Aurora
9420,Race Car Help,78758-7841,8200846,Greenville
9421,Progressive Shippers Cooperative Association No,53546-9427,7887907,Janesville
9422,Saab-Belle Dodge,60504-7114,8869764,Janesville
9423,Scrivener Performance Engineering,38701-8047,6832315,Scottsdale
9424,Star Enterprises Inc,99301-3882,8676766,Austin
9425,Tri-State Mack Inc,85257-3102,7036943,Middletown
9426,U-Haul CO,78758-7841,6160381,Aurora
9427,Progressive Shippers Cooperative Association No,53546-9427,8080630,Greenville
9428,Rabun Used Car Sales,85257-3102,8639486,Pasco
9429,Race Car Help,78758-7841,7605010,Janesville
9430,Suburban Ford,53546-9427,8305190,Janesville
9431,Saab-Belle Dodge,60504-7114,7733904,Austin
9432,Hatfield Volkswagen,99301-3882,6101427,Pasco
9433,Star Enterprises Inc,99301-3882,8847070,Aurora
9434,Suburban Ford,53546-9427,6593571,Greenville
9435,Tri-State Mack Inc,85257-3102,7201065,Pasco
9436,Saab-Belle Dodge,60504-7114,6999885,Aurora
9437,Scrivener Performance Engineering,38701-8047,7687074,Greenville
9438,Star Enterprises Inc,99301-3882,6231317,Pasco
9439,Suburban Ford,53546-9427,8057251,Janesville
9440,Tri-State Mack Inc,85257-3102,8364596,Scottsdale
9441,U-Haul CO,78758-7841,8269892,Austin
9442,Buddy Storbeck's Diesel Service Inc,06457-3834,6819537,Middletown
9443,C & M Motors Inc,60504-7114,7476638,Aurora
9444,Capitol KIA,38701-8047,6100343,Greenville
9445,Hatfield Volkswagen,99301-3882,7908339,Pasco
9446,Iceberg Rentals,53546-9427,7264580,Janesville
9447,McKinney Dodge Chrysler Jeep,85257-3102,6273946,Scottsdale
9448,Motor Vehicle Branch Office,78758-7841,7605966,Austin
9449,Nebo Chevrolet,06457-3834,8099798,Middletown
9450,New Castle Ford Lincoln Mercury,60504-7114,8160716,Aurora
9451,Pars Auto Sales,38701-8047,6969143,Greenville
9452,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8603949,Pasco
9453,Progressive Shippers Cooperative Association No,53546-9427,7046519,Janesville
9454,McKinney Dodge Chrysler Jeep,85257-3102,6721942,Scottsdale
9455,Motor Vehicle Branch Office,78758-7841,7811823,Austin
9456,Nebo Chevrolet,06457-3834,7492166,Middletown
9457,Nebo Chevrolet,06457-3834,8582899,Middletown
9458,Race Car Help,78758-7841,7387625,Austin
9459,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8648560,Pasco
9460,Progressive Shippers Cooperative Association No,53546-9427,7859577,Janesville
9461,Ryder Truck Rental and Leasing,06457-3834,7444490,Middletown
9462,Race Car Help,78758-7841,8021512,Austin
9463,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6011573,Pasco
9464,Progressive Shippers Cooperative Association No,53546-9427,8993298,Janesville
9465,Rabun Used Car Sales,85257-3102,7369554,Scottsdale
9466,Race Car Help,78758-7841,7147168,Austin
9467,Ryder Truck Rental and Leasing,06457-3834,6479781,Middletown
9468,Saab-Belle Dodge,60504-7114,7283257,Aurora
9469,Scrivener Performance Engineering,38701-8047,7847692,Greenville
9470,Star Enterprises Inc,99301-3882,7006254,Pasco
9471,Suburban Ford,53546-9427,8948375,Janesville
9472,U-Haul CO,78758-7841,8019584,Janesville
9473,Buddy Storbeck's Diesel Service Inc,06457-3834,8479948,Scottsdale
9474,C & M Motors Inc,60504-7114,6724162,Austin
9475,Capitol KIA,38701-8047,7263108,Middletown
9476,Chrysler of Tri-Cities,99301-3882,6810508,Aurora
9477,Chrysler Plymouth,53546-9427,6608874,Greenville
9478,Classic Chevy,85257-3102,7468507,Pasco
9479,Motor Vehicle Branch Office,78758-7841,6470926,Austin
9480,Diehl Motor CO Inc,06457-3834,6847673,Scottsdale
9481,Chrysler of Tri-Cities,99301-3882,6142232,Pasco
9482,Chrysler Plymouth,53546-9427,7869314,Janesville
9483,Classic Chevy,85257-3102,6716648,Scottsdale
9484,Clay Johnson Auto Sales,78758-7841,6498399,Austin
9485,Diehl Motor CO Inc,06457-3834,7256281,Middletown
9486,Enterprise Rent A Car,60504-7114,7449902,Aurora
9487,Rabun Used Car Sales,85257-3102,7113895,Scottsdale
9488,Race Car Help,78758-7841,8459015,Austin
9489,Ryder Truck Rental and Leasing,06457-3834,6179348,Middletown
9490,Saab-Belle Dodge,60504-7114,7409653,Aurora
9491,Buddy Storbeck's Diesel Service Inc,06457-3834,7877559,Scottsdale
9492,Star Enterprises Inc,99301-3882,8803550,Pasco
9493,Progressive Shippers Cooperative Association No,53546-9427,8379097,Janesville
9494,Saab-Belle Dodge,60504-7114,6451371,Aurora
9495,Scrivener Performance Engineering,38701-8047,7741037,Greenville
9496,Star Enterprises Inc,99301-3882,7851402,Pasco
9497,Suburban Ford,53546-9427,6448407,Janesville
9498,Suburban Ford,53546-9427,7398603,Janesville
9499,Tri-State Mack Inc,85257-3102,7660547,Scottsdale
9500,U-Haul CO,78758-7841,8066815,Austin
9501,Progressive Shippers Cooperative Association No,53546-9427,8273517,Janesville
9502,Rabun Used Car Sales,85257-3102,6142243,Scottsdale
9503,Progressive Shippers Cooperative Association No,53546-9427,8685895,Janesville
9504,Rabun Used Car Sales,85257-3102,7402219,Scottsdale
9505,Enterprise Rent A Car,60504-7114,7702327,Austin
9506,Gartner Buick Hyundai Saab,38701-8047,8129546,Middletown
9507,Hatfield Volkswagen,99301-3882,8870410,Aurora
9508,Iceberg Rentals,53546-9427,7873802,Greenville
9509,Nebo Chevrolet,06457-3834,8854543,Middletown
9510,Motor Vehicle Branch Office,78758-7841,7655208,Janesville
9511,Gartner Buick Hyundai Saab,38701-8047,8938617,Greenville
9512,Capitol KIA,38701-8047,7309371,Janesville
9513,U-Haul CO,78758-7841,7518432,Austin
9514,Race Car Help,78758-7841,8977583,Austin
9515,Nebo Chevrolet,06457-3834,8041161,Scottsdale
9516,Hatfield Volkswagen,99301-3882,7239935,Pasco
9517,Iceberg Rentals,53546-9427,6638130,Janesville
9518,McKinney Dodge Chrysler Jeep,85257-3102,6750406,Scottsdale
9519,Motor Vehicle Branch Office,78758-7841,7100538,Austin
9520,Nebo Chevrolet,06457-3834,7625743,Middletown
9521,New Castle Ford Lincoln Mercury,60504-7114,8191210,Aurora
9522,Pars Auto Sales,38701-8047,7292249,Greenville
9523,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7841755,Pasco
9524,Progressive Shippers Cooperative Association No,53546-9427,8142580,Janesville
9525,Rabun Used Car Sales,85257-3102,8225915,Scottsdale
9526,Race Car Help,78758-7841,6954958,Austin
9527,Ryder Truck Rental and Leasing,06457-3834,7777295,Middletown
9528,Saab-Belle Dodge,60504-7114,7783008,Aurora
9529,Scrivener Performance Engineering,38701-8047,6263893,Greenville
9530,Star Enterprises Inc,99301-3882,8693498,Pasco
9531,Suburban Ford,53546-9427,7565520,Janesville
9532,Tri-State Mack Inc,85257-3102,8652313,Scottsdale
9533,U-Haul CO,78758-7841,7287709,Austin
9534,Progressive Shippers Cooperative Association No,53546-9427,6140884,Janesville
9535,Rabun Used Car Sales,85257-3102,6748292,Scottsdale
9536,Tri-State Mack Inc,85257-3102,6208666,Scottsdale
9537,U-Haul CO,78758-7841,8523377,Austin
9538,Rabun Used Car Sales,85257-3102,6188419,Scottsdale
9539,Race Car Help,78758-7841,8183499,Austin
9540,Ryder Truck Rental and Leasing,06457-3834,8623365,Austin
9541,Saab-Belle Dodge,60504-7114,7091494,Aurora
9542,Scrivener Performance Engineering,38701-8047,8478763,Greenville
9543,Star Enterprises Inc,99301-3882,7426175,Pasco
9544,Suburban Ford,53546-9427,7110572,Janesville
9545,Tri-State Mack Inc,85257-3102,6573345,Scottsdale
9546,U-Haul CO,78758-7841,6005535,Austin
9547,Buddy Storbeck's Diesel Service Inc,06457-3834,6188804,Middletown
9548,C & M Motors Inc,60504-7114,7318100,Aurora
9549,Rabun Used Car Sales,85257-3102,7577829,Janesville
9550,Chrysler of Tri-Cities,99301-3882,7443314,Pasco
9551,Chrysler Plymouth,53546-9427,7204769,Janesville
9552,Classic Chevy,85257-3102,7038572,Scottsdale
9553,Clay Johnson Auto Sales,78758-7841,8563407,Austin
9554,Diehl Motor CO Inc,06457-3834,6514684,Middletown
9555,Enterprise Rent A Car,60504-7114,8934533,Aurora
9556,Progressive Shippers Cooperative Association No,53546-9427,8968510,Janesville
9557,Motor Vehicle Branch Office,78758-7841,8360309,Austin
9558,Progressive Shippers Cooperative Association No,53546-9427,6878038,Janesville
9559,Scrivener Performance Engineering,38701-8047,8079020,Greenville
9560,Suburban Ford,53546-9427,7034774,Janesville
9561,Scrivener Performance Engineering,38701-8047,8978414,Greenville
9562,Star Enterprises Inc,99301-3882,6531536,Pasco
9563,Suburban Ford,53546-9427,7069987,Janesville
9564,U-Haul CO,78758-7841,8902075,Austin
9565,Star Enterprises Inc,99301-3882,8260162,Pasco
9566,Buddy Storbeck's Diesel Service Inc,06457-3834,6706895,Middletown
9567,C & M Motors Inc,60504-7114,8058027,Aurora
9568,U-Haul CO,78758-7841,7488215,Austin
9569,Iceberg Rentals,53546-9427,6394577,Janesville
9570,Chrysler Plymouth,53546-9427,6334472,Janesville
9571,Classic Chevy,85257-3102,8556270,Scottsdale
9572,Clay Johnson Auto Sales,78758-7841,6938807,Austin
9573,Diehl Motor CO Inc,06457-3834,8370084,Middletown
9574,Enterprise Rent A Car,60504-7114,6759402,Aurora
9575,Gartner Buick Hyundai Saab,38701-8047,8391780,Greenville
9576,Ryder Truck Rental and Leasing,06457-3834,7570494,Middletown
9577,Saab-Belle Dodge,60504-7114,8406887,Aurora
9578,Scrivener Performance Engineering,38701-8047,8265350,Greenville
9579,Star Enterprises Inc,99301-3882,8344461,Pasco
9580,Suburban Ford,53546-9427,8265592,Janesville
9581,Tri-State Mack Inc,85257-3102,6644075,Scottsdale
9582,U-Haul CO,78758-7841,7991647,Austin
9583,Buddy Storbeck's Diesel Service Inc,06457-3834,7721657,Middletown
9584,C & M Motors Inc,60504-7114,6480960,Aurora
9585,Capitol KIA,38701-8047,8045657,Greenville
9586,Chrysler of Tri-Cities,99301-3882,6435077,Pasco
9587,Chrysler Plymouth,53546-9427,8812948,Janesville
9588,Classic Chevy,85257-3102,8321346,Scottsdale
9589,Clay Johnson Auto Sales,78758-7841,8340050,Austin
9590,Diehl Motor CO Inc,06457-3834,8253065,Middletown
9591,Enterprise Rent A Car,60504-7114,8390317,Aurora
9592,Gartner Buick Hyundai Saab,38701-8047,7276603,Greenville
9593,Hatfield Volkswagen,99301-3882,7915692,Pasco
9594,Iceberg Rentals,53546-9427,8914675,Janesville
9595,McKinney Dodge Chrysler Jeep,85257-3102,8818242,Scottsdale
9596,New Castle Ford Lincoln Mercury,60504-7114,7739435,Austin
9597,Pars Auto Sales,38701-8047,7291925,Janesville
9598,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7851052,Scottsdale
9599,Progressive Shippers Cooperative Association No,53546-9427,8691677,Austin
9600,Rabun Used Car Sales,85257-3102,8666037,Middletown
9601,Race Car Help,78758-7841,7215997,Aurora
9602,Ryder Truck Rental and Leasing,06457-3834,6474230,Greenville
9603,Saab-Belle Dodge,60504-7114,6169159,Pasco
9604,Rabun Used Car Sales,85257-3102,6117244,Scottsdale
9605,Star Enterprises Inc,99301-3882,6544390,Scottsdale
9606,Suburban Ford,53546-9427,8823292,Austin
9607,Tri-State Mack Inc,85257-3102,7197679,Middletown
9608,U-Haul CO,78758-7841,7481460,Aurora
9609,Ryder Truck Rental and Leasing,06457-3834,6118776,Middletown
9610,Rabun Used Car Sales,85257-3102,6160789,Pasco
9611,Race Car Help,78758-7841,8230899,Janesville
9612,Ryder Truck Rental and Leasing,06457-3834,8448979,Scottsdale
9613,Saab-Belle Dodge,60504-7114,6204333,Austin
9614,Scrivener Performance Engineering,38701-8047,6429454,Middletown
9615,Star Enterprises Inc,99301-3882,8566915,Aurora
9616,Race Car Help,78758-7841,8990551,Austin
9617,Ryder Truck Rental and Leasing,06457-3834,6070264,Middletown
9618,Saab-Belle Dodge,60504-7114,6295909,Aurora
9619,Scrivener Performance Engineering,38701-8047,7607739,Greenville
9620,Star Enterprises Inc,99301-3882,6891238,Pasco
9621,Suburban Ford,53546-9427,6148019,Janesville
9622,Tri-State Mack Inc,85257-3102,7341247,Scottsdale
9623,U-Haul CO,78758-7841,6099493,Austin
9624,Buddy Storbeck's Diesel Service Inc,06457-3834,6801240,Middletown
9625,C & M Motors Inc,60504-7114,7585950,Aurora
9626,Capitol KIA,38701-8047,8859160,Greenville
9627,Chrysler of Tri-Cities,99301-3882,8892451,Pasco
9628,Chrysler Plymouth,53546-9427,6843843,Janesville
9629,Classic Chevy,85257-3102,8254306,Scottsdale
9630,Clay Johnson Auto Sales,78758-7841,7610973,Austin
9631,Diehl Motor CO Inc,06457-3834,7988843,Middletown
9632,Enterprise Rent A Car,60504-7114,7773303,Aurora
9633,Gartner Buick Hyundai Saab,38701-8047,7306390,Greenville
9634,Nebo Chevrolet,06457-3834,7933631,Greenville
9635,Hatfield Volkswagen,99301-3882,8145186,Pasco
9636,Race Car Help,78758-7841,6111732,Aurora
9637,McKinney Dodge Chrysler Jeep,85257-3102,7838837,Scottsdale
9638,Motor Vehicle Branch Office,78758-7841,7440678,Austin
9639,Nebo Chevrolet,06457-3834,8360040,Middletown
9640,New Castle Ford Lincoln Mercury,60504-7114,8522009,Aurora
9641,Ryder Truck Rental and Leasing,06457-3834,6878095,Greenville
9642,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,6637426,Pasco
9643,Progressive Shippers Cooperative Association No,53546-9427,6638980,Janesville
9644,Rabun Used Car Sales,85257-3102,6428567,Scottsdale
9645,Race Car Help,78758-7841,6461849,Austin
9646,Ryder Truck Rental and Leasing,06457-3834,6330547,Middletown
9647,Saab-Belle Dodge,60504-7114,6868063,Aurora
9648,Scrivener Performance Engineering,38701-8047,6471772,Greenville
9649,Star Enterprises Inc,99301-3882,8840174,Pasco
9650,Suburban Ford,53546-9427,7940515,Janesville
9651,Tri-State Mack Inc,85257-3102,6014414,Scottsdale
9652,Hatfield Volkswagen,99301-3882,6994137,Pasco
9653,Iceberg Rentals,53546-9427,6524574,Janesville
9654,McKinney Dodge Chrysler Jeep,85257-3102,8428243,Scottsdale
9655,New Castle Ford Lincoln Mercury,60504-7114,7258093,Aurora
9656,Star Enterprises Inc,99301-3882,7419107,Pasco
9657,Progressive Shippers Cooperative Association No,53546-9427,8158435,Janesville
9658,Pars Auto Sales,38701-8047,7978469,Greenville
9659,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,7896491,Pasco
9660,Progressive Shippers Cooperative Association No,53546-9427,6034800,Janesville
9661,Rabun Used Car Sales,85257-3102,6732863,Scottsdale
9662,Race Car Help,78758-7841,6514321,Austin
9663,Ryder Truck Rental and Leasing,06457-3834,8753472,Middletown
9664,Saab-Belle Dodge,60504-7114,6663313,Aurora
9665,Scrivener Performance Engineering,38701-8047,7064533,Greenville
9666,Star Enterprises Inc,99301-3882,6709105,Pasco
9667,Suburban Ford,53546-9427,7532421,Janesville
9668,Tri-State Mack Inc,85257-3102,7960523,Scottsdale
9669,U-Haul CO,78758-7841,7725711,Austin
9670,Motor Vehicle Branch Office,78758-7841,7399664,Austin
9671,Nebo Chevrolet,06457-3834,6676314,Middletown
9672,New Castle Ford Lincoln Mercury,60504-7114,8012978,Aurora
9673,Pars Auto Sales,38701-8047,7030163,Greenville
9674,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,8994930,Pasco
9675,Progressive Shippers Cooperative Association No,53546-9427,7743485,Janesville
9676,Rabun Used Car Sales,85257-3102,7554012,Scottsdale
9677,Race Car Help,78758-7841,6788243,Austin
9678,Ryder Truck Rental and Leasing,06457-3834,6993055,Middletown
9679,Saab-Belle Dodge,60504-7114,6815482,Aurora
9680,Scrivener Performance Engineering,38701-8047,8418788,Greenville
9681,Star Enterprises Inc,99301-3882,7077775,Pasco
9682,Suburban Ford,53546-9427,8873935,Janesville
9683,Tri-State Mack Inc,85257-3102,8094909,Scottsdale
9684,U-Haul CO,78758-7841,7126369,Austin
9685,Progressive Shippers Cooperative Association No,53546-9427,6717133,Janesville
9686,Race Car Help,78758-7841,6641389,Austin
9687,Ryder Truck Rental and Leasing,06457-3834,7032027,Middletown
9688,Suburban Ford,53546-9427,6111272,Greenville
9689,Tri-State Mack Inc,85257-3102,6380161,Pasco
9690,U-Haul CO,78758-7841,6124118,Janesville
9691,Chrysler of Tri-Cities,99301-3882,7661768,Pasco
9692,Classic Chevy,85257-3102,6115882,Scottsdale
9693,New Castle Ford Lincoln Mercury,60504-7114,6530497,Aurora
9694,Chrysler of Tri-Cities,99301-3882,7025387,Aurora
9695,Chrysler Plymouth,53546-9427,8710988,Greenville
9696,Classic Chevy,85257-3102,7563783,Pasco
9697,Clay Johnson Auto Sales,78758-7841,7095963,Janesville
9698,Diehl Motor CO Inc,06457-3834,6461825,Scottsdale
9699,Enterprise Rent A Car,60504-7114,7985328,Austin
9700,Gartner Buick Hyundai Saab,38701-8047,8161749,Middletown
9701,Hatfield Volkswagen,99301-3882,8875172,Aurora
9702,Iceberg Rentals,53546-9427,6509890,Greenville
